fold,epoch,train_loss,val_loss,pearson,spearman,r2
,1,0.1717729827407563,0.037715278938412665,0.28177016973495483,0.23094475269317627,0.06432873010635376
,2,0.0477537731132885,0.0344474621117115,0.38887348771095276,0.3436976373195648,0.14014357328414917
,3,0.044659710203361985,0.03291696980595589,0.4254753291606903,0.38682296872138977,0.17541825771331787
,4,0.04161574291341966,0.03230400010943413,0.5268784165382385,0.5015661120414734,0.19195401668548584
,5,0.03753903257374716,0.027067940309643747,0.6002711057662964,0.5813673138618469,0.33459508419036865
,6,0.03340741009036503,0.02764982245862484,0.6168741583824158,0.6052257418632507,0.3233131766319275
,7,0.03308611733857358,0.03078872673213482,0.6192299127578735,0.6083394885063171,0.26094526052474976
,8,0.031483255050117426,0.02707703337073326,0.6168320775032043,0.6044134497642517,0.33217549324035645
,9,0.031054943597110193,0.025351065024733544,0.6399902701377869,0.6277599334716797,0.3814008831977844
,10,0.03079750645204936,0.024744775146245956,0.6393603682518005,0.6259663105010986,0.3878682255744934
,11,0.03058421036394516,0.024286318570375443,0.6481443047523499,0.6338205337524414,0.40893059968948364
,12,0.03015367769737645,0.024872566014528273,0.6461746692657471,0.6352319121360779,0.3934718370437622
,13,0.030000782912910574,0.024094752967357635,0.6532647013664246,0.6353194117546082,0.41367971897125244
,14,0.02959756866687595,0.023464372754096983,0.6540497541427612,0.6360250115394592,0.4226644039154053
,15,0.02971151117051002,0.024112920090556145,0.6595929265022278,0.6433053016662598,0.4112784266471863
,16,0.029302683151742018,0.02431214228272438,0.6573969721794128,0.6420570015907288,0.40943753719329834
,17,0.029150687711368695,0.023230265825986862,0.6643668413162231,0.6477180123329163,0.43183189630508423
,18,0.02918263687060611,0.022865109518170355,0.6644684672355652,0.6493791341781616,0.4405425190925598
,19,0.0295149565923332,0.025836537405848504,0.6701732873916626,0.6535043120384216,0.3805615305900574
,20,0.02899864529914195,0.02263680137693882,0.6695627570152283,0.6541102528572083,0.44637376070022583
,21,0.029003185764102653,0.022672268375754357,0.6664299368858337,0.6537032723426819,0.44365251064300537
,22,0.02848190015716718,0.02254766523838043,0.6660275459289551,0.651678740978241,0.442609965801239
,23,0.028394872101374192,0.02312411479651928,0.6733989119529724,0.6579524874687195,0.43662029504776
,24,0.02816977582429305,0.02399622052907944,0.6701540946960449,0.6545320153236389,0.4126209616661072
,25,0.0280742041471571,0.02264171838760376,0.6809759736061096,0.6655645370483398,0.4521512985229492
,26,0.027768627196402832,0.025385013222694396,0.6801091432571411,0.6641047596931458,0.38420623540878296
,27,0.027954636215425953,0.022701391577720643,0.6828833222389221,0.6668723821640015,0.44869464635849
,28,0.027397517926327074,0.022146806493401526,0.6802499294281006,0.6656173467636108,0.4611803889274597
,29,0.02724795069287319,0.022261516377329826,0.6854775547981262,0.6689156293869019,0.45736879110336304
,30,0.027380097970956623,0.021850088238716127,0.6855574250221252,0.6704398393630981,0.4683520197868347
,31,0.02712850694978001,0.021343160048127176,0.6966692209243774,0.6799949407577515,0.4825560450553894
,32,0.026640969061172835,0.021300742775201796,0.6966297030448914,0.6825422048568726,0.48372596502304077
,33,0.026722299894041353,0.022214503213763236,0.7003446221351624,0.6843516826629639,0.46479332447052
,34,0.02678777495085603,0.020852130278944968,0.7005223631858826,0.6853615045547485,0.49069100618362427
,35,0.02651003169098703,0.02088053971529007,0.7009281516075134,0.6880070567131042,0.4911763072013855
,36,0.026164623585963012,0.02100963369011879,0.7021524310112,0.688694953918457,0.4907764792442322
,37,0.025888146592838928,0.0209739975631237,0.706662118434906,0.6927698254585266,0.4948749542236328
,38,0.026007096661199436,0.020599213615059852,0.7111363410949707,0.6987394094467163,0.5017907619476318
,39,0.02538021439963048,0.02076905071735382,0.7144920229911804,0.699812114238739,0.49677079916000366
,40,0.02554368046988355,0.020460585504770278,0.7102033495903015,0.6975947022438049,0.5034140348434448
,41,0.02513810232429221,0.020678355172276498,0.7221910953521729,0.7086967825889587,0.5077100992202759
,42,0.025161586683427932,0.020628106966614723,0.7208530306816101,0.7083469033241272,0.5049072504043579
,43,0.024720271938655634,0.02000538446009159,0.7245112657546997,0.712740957736969,0.5248473882675171
,44,0.024698108176488688,0.020618367195129394,0.7284627556800842,0.7158337831497192,0.5107753276824951
,45,0.024464079114322614,0.019989589974284173,0.7260252237319946,0.713117241859436,0.5237147808074951
,46,0.02460802176801285,0.01989809758961201,0.724829912185669,0.7110723257064819,0.524299144744873
,47,0.024555558781370078,0.02083541750907898,0.7177687287330627,0.7026906609535217,0.49503225088119507
,48,0.02435537503276131,0.02009316235780716,0.7284361124038696,0.7147594094276428,0.5209040641784668
,49,0.024104504929025574,0.01971729248762131,0.726046621799469,0.7159729599952698,0.5259668231010437
,50,0.0242777130944599,0.02033136524260044,0.7254513502120972,0.7118629217147827,0.5116116404533386
,51,0.023781404203486324,0.019922395795583726,0.7295324802398682,0.7179579138755798,0.5309504270553589
,52,0.024047670240449435,0.020073959603905678,0.7346888184547424,0.7246325016021729,0.5219390988349915
,53,0.023768295819806582,0.019753189012408256,0.7274749875068665,0.7162963151931763,0.5225614309310913
,54,0.023681597876371724,0.02009817473590374,0.7309362292289734,0.719071626663208,0.5242874622344971
,55,0.023680805569828146,0.019524285569787025,0.7332949638366699,0.722226619720459,0.5346378087997437
,56,0.02348946709886636,0.019681306928396224,0.7347452044487,0.7247794270515442,0.5311508178710938
,57,0.023495227983682462,0.01994241029024124,0.7371522188186646,0.726006269454956,0.5283606052398682
,58,0.023380153342196258,0.019279185496270657,0.737278938293457,0.7261908054351807,0.5425772070884705
,59,0.02335691999754693,0.019510417804121973,0.7322375774383545,0.7190233469009399,0.5344604849815369
,60,0.023121084317122356,0.019565010257065297,0.7319877743721008,0.7197549343109131,0.5303187370300293
,61,0.023040449283648245,0.019386703707277776,0.7357935309410095,0.7232341766357422,0.5400354266166687
,62,0.023184378935706497,0.019706072099506856,0.7384662628173828,0.7266401052474976,0.527997612953186
,63,0.023053006997497957,0.02013978697359562,0.734654426574707,0.7208834886550903,0.5161448121070862
,64,0.023159768395494707,0.019332250580191612,0.7386186718940735,0.7283634543418884,0.5422178506851196
,65,0.023034895613494488,0.0192702230066061,0.7356614470481873,0.7241199016571045,0.5403627157211304
,66,0.022800467447331635,0.01954074464738369,0.7344526052474976,0.7224834561347961,0.5385756492614746
,67,0.02288852528770371,0.019359562546014786,0.7351713180541992,0.721626341342926,0.5332211852073669
,68,0.02265560341132159,0.019154627993702888,0.7374106049537659,0.7224211692810059,0.543606162071228
,69,0.022647208460412994,0.019763447530567645,0.739064633846283,0.7268025279045105,0.5306485295295715
,70,0.02270320924644423,0.019188979640603065,0.7404978275299072,0.7296420931816101,0.544805109500885
,71,0.022621668902880483,0.01912597194314003,0.7401496171951294,0.7294355630874634,0.5460821986198425
,72,0.022539816225076666,0.019278828613460065,0.7409735918045044,0.7311445474624634,0.5438799858093262
,73,0.022205738037234485,0.019271889701485634,0.7379305958747864,0.7265918850898743,0.5428811311721802
,74,0.02251421854748289,0.019329234957695007,0.7386359572410583,0.725900411605835,0.5431911945343018
,75,0.02236704675868006,0.019155181013047695,0.7413169741630554,0.7291650772094727,0.5466864109039307
,76,0.022507134723560054,0.01917411629110575,0.7418241500854492,0.7312333583831787,0.5472445487976074
,77,0.022373996527478245,0.01965712048113346,0.7397418022155762,0.7277024388313293,0.531851053237915
,78,0.022393870047561014,0.019326882623136043,0.7426318526268005,0.7301660776138306,0.5414924621582031
,79,0.022215980437058625,0.01942160464823246,0.7418028116226196,0.7297848463058472,0.539038896560669
,80,0.022280143592322228,0.019476565532386303,0.7387892603874207,0.725066065788269,0.5351912379264832
,81,0.022051379278228426,0.019405943527817725,0.7386881709098816,0.7253718972206116,0.5375800132751465
,82,0.022252030891947227,0.018995597213506698,0.7414764761924744,0.7296006679534912,0.5476862192153931
,83,0.022232614863331956,0.019223719649016858,0.7419945001602173,0.7300407886505127,0.543231725692749
,84,0.02224864965618247,0.019270989298820495,0.7403184771537781,0.7269150018692017,0.5405114889144897
,85,0.02219092392242781,0.01909756865352392,0.7415007948875427,0.729928195476532,0.5457294583320618
,86,0.02204464221059686,0.01912231668829918,0.7425616383552551,0.7316325306892395,0.5466021299362183
,87,0.021921683480907783,0.019096015952527523,0.742041289806366,0.731111466884613,0.5480916500091553
,88,0.021915459756435145,0.019113410264253616,0.741368293762207,0.7285837531089783,0.5456638932228088
